shipped_as_read,total_may_be_the_error,score,column,engine,volume,year,group,article,country,unit,reads,should_be,q_read,v_read,q_fixed,v_fixed,delta,digit,n_members,printed_total,other_engine_agrees,price_improves,price_before,price_after,block_rate,candidates_in_block,unique,strong
True,False,1,v,chandra,as_1899,1898,"MILK AND CREAM, fresh or preserved, other than condensed milk",,Sweden,Gallons,4001,4901,1204,4001,1204,4901,900,0->9,5,11071,False,False,3.32,4.07,1.83,1,True,False
True,True,1,v,chandra,as_1899,1896,NUTS AND KERNELS,"Fish, Sperm or Head-matter",Azores,,2000,2900,71,2000,71,2900,900,0->9,5,8966,False,False,28.17,40.85,28.17,1,True,False
True,True,1,v,chandra,as_1899,1898,PAPER,Strawboard and Millboard,United States of America,Cwts,41916,41016,13475,41916,13475,41016,-900,9->0,8,550096,False,False,3.11,3.04,7.0,1,True,False
False,False,1,q,chandra,as_1899,1896,PITCH,,France,Cwts,7016,7916,7016,2308,7916,2308,900,0->9,9,124702,False,False,0.33,0.29,0.33,1,True,False
False,False,1,q,chandra,as_1899,1898,SLATES,,Canada,Cwts,4943,4043,4943,15393,4043,15393,-900,9->0,9,81445,False,False,3.11,3.81,1.42,1,True,False
True,False,1,v,chandra,as_1899,1899,SLATES,,United States of America,Cwts,9097,9997,2930,9097,2930,9997,900,0->9,4,13407,False,False,3.1,3.41,2.4,1,True,False
False,False,1,v,chandra,as_1899,1899,WOOL,Eastern Coast of Africa,Holland,,11068,11968,50041,11068,50041,11968,900,0->9,4,185480,False,False,0.22,0.24,0.18,1,True,False
False,False,1,q,chandra,as_1899,1895,WOOL,Eastern Coast of Africa,Germany,,1062042,1062942,1062042,192879,1062942,192879,900,0->9,4,1221104,False,False,0.18,0.18,0.18,1,True,False
False,False,1,v,infinity,as_1882,1882,"MEAT, Unenumerated",,Holland,Cwts,20076,20976,5362,20076,5362,20976,900,0->9,4,37630,False,False,3.74,3.91,2.99,1,True,False
True,True,1,q,infinity,as_1891,1891,TOBACCO,"Red, in Casks",British Possessions in South Africa,Gallons,6972,6072,6972,1839,6072,1839,-900,9->0,3,366016,False,False,0.26,0.3,0.26,1,True,False
False,False,1,v,infinity,as_1896,1896,FRUIT,"Nuts, used as Fruit",Belgium,,18985,18085,0,18985,0,18085,-900,9->0,10,486735,False,False,0,0,0,1,True,False
False,False,1,q,infinity,as_1897,1893,Bark,Herrings,Sweden,,467023,467923,467023,65065,467923,65065,900,0->9,4,724497,False,False,0.14,0.14,0.22,1,True,False
False,True,1,v,infinity,as_1897,1897,PORK,POTATOES,Australasia,Cwts,1947,1047,0,1947,0,1047,-900,9->0,3,3042,False,False,0,0,0,1,True,False
False,False,1,q,infinity,as_1897,1894,Cotton,"Skins, Unenumerated, undressed",France,Number,20079,20979,20079,1150,20979,1150,900,0->9,9,62493,False,False,0.06,0.05,0.15,1,True,False
False,False,1,v,infinity,as_1897,1895,"CARDS, PLAYING","Red, in Bottles, Still",Channel Islands,Gallons,2027,2927,4502,2027,4502,2927,900,0->9,4,6025,False,False,0.45,0.65,0.47,1,True,False
False,False,1,v,infinity,as_1898,1897,"CHINA, OR PORCELAIN, AND EARTHENWARE","Bark, Peruvian",Chile,Cwts,2053,2953,391,2053,391,2953,900,0->9,9,20717,False,False,5.25,7.55,1.87,1,True,False
False,False,1,v,infinity,as_1898,1896,Bark,Unenumerated,British East Indies : Straits Settlements,Tons,221099,221999,0,221099,0,221999,900,0->9,9,396050,False,False,0,0,0,1,True,False
True,False,1,v,infinity,as_1898,1898,FLAX,"Preserved without Sugar, other than Dried",British East Indies : Straits Settlements,Lbs,99025,99925,11267394,99025,11267394,99925,900,0->9,4,131362,False,False,0.01,0.01,0.01,1,True,False
False,False,1,v,infinity,as_1898,1898,LEATHER,Boots and Shoes,France,Doz. Pairs,163084,163984,56090,163084,56090,163984,900,0->9,6,509856,False,False,2.91,2.92,2.73,1,True,False
True,True,1,v,infinity,as_1898,1895,LEATHER,"Unenumerated, Salted or Fresh",Denmark,Cwts,13912,13012,13527,13912,13527,13012,-900,9->0,8,469023,False,False,1.03,0.96,1.85,1,True,False
False,False,1,q,infinity,as_1898,1894,METAL,"Leaf, not Gold",Belgium,Packets,10080,10980,10080,653,10980,653,900,0->9,4,147770,False,False,0.06,0.06,0.15,1,True,False
False,False,1,q,infinity,as_1898,1895,METAL,MICA AND TALC,Other Foreign Countries,,1006,1906,1006,686,1906,686,900,0->9,6,13470,False,False,0.68,0.36,1.2,1,True,False
False,False,1,q,infinity,as_1898,1894,METAL,Seed,Belgium,Tons,7037,7937,7037,170600,7937,170600,900,0->9,8,29536,False,False,24.24,21.49,23.95,1,True,False
False,False,1,q,infinity,as_1898,1896,METAL,Seed,British East Indies : Bombay,Tons,13055,13955,13055,1041,13955,1041,900,0->9,8,1182852,False,False,0.08,0.07,0.08,1,True,False
True,False,1,q,infinity,as_1898,1894,"ORE, unenumerated",PARAFFINE,Holland,Cwts,236077,236977,236077,13326,236977,13326,900,0->9,9,1626616,False,False,0.06,0.06,0.09,1,True,False
False,False,1,q,infinity,as_1898,1896,"ORE, unenumerated",PARAFFINE,France,Cwts,7016,7916,7016,2308,7916,2308,900,0->9,9,124702,False,False,0.33,0.29,0.33,1,True,False
False,False,1,q,infinity,as_1898,1894,PORK,POTATOES,Belgium,Cwts,85078,85978,85078,233828,85978,233828,900,0->9,4,107227,False,False,2.75,2.72,2.78,1,True,False
False,False,1,q,infinity,as_1898,1895,PORK,POTATOES,Denmark,Lbs,17020,17920,17020,1370,17920,1370,900,0->9,7,3724053,False,False,0.08,0.08,0.09,1,True,False
True,True,1,q,infinity,as_1898,1894,"SKINS, AND FURS","Skins, Unenumerated, undressed",British East Indies : Madras,Number,17910,17010,17910,1862,17010,1862,-900,9->0,11,105086,False,False,0.1,0.11,0.1,1,True,False
False,False,1,v,infinity,as_1898,1897,"SKINS, AND FURS","Furs, Rabbit Skins",France,Number,23003,23903,2040500,23003,2040500,23903,900,0->9,5,65318,False,False,0.01,0.01,0.01,1,True,False
False,False,1,v,infinity,as_1898,1897,SUGAR,TOYS,France,,162036,162936,0,162036,0,162936,900,0->9,7,1068650,False,False,0,0,0,1,True,False
False,False,1,q,infinity,as_1898,1898,WOOL,Other Goats' Wool or Hair,France,,123036,123936,123036,1967,123936,1967,900,0->9,6,963613,False,False,0.02,0.02,0.02,1,True,False
