commodity,year,t1_value,origin_value,v_ratio,v_bucket,t1_qty,origin_qty,q_ratio,q_bucket,unit,n_origins,split
"Beef, Salted And Fresh",1875,454337,0,0.0,nodata,215581,0,0.0,nodata,Cwt,0,
Shells Of All Kinds,1894,454311,2846749,6.2661,over,454311,0,0.0,nodata,Value,24,
Bristles,1883,453726,453566,0.9996,exact01,2728108,2698078,0.989,within5,Lb,10,
Yarn,1881,453542,453542,1.0,exact01,7837198,7807198,0.9962,within5,Lb,3,
Painters' Colours And Pigments,1871,453491,0,0.0,nodata,453491,0,0.0,nodata,Value,0,
"Lemons, Limes, And Citrons",1899,453238,0,0.0,nodata,1688503,0,0.0,nodata,?,0,
Lemons,1899,453233,453125,0.9998,exact01,1688503,1689005,1.0003,exact01,Bushel,8,
"Skins And Furs — Goat, Undressed",1883,452952,0,0.0,nodata,4749795,0,0.0,nodata,Number,0,
"Flowers, Artificial",1883,452824,0,0.0,nodata,452824,0,0.0,nodata,Value,0,
Spices — Unenumerated,1890,452033,27885,0.0617,under,18435171,1089150,0.0591,under,Lb,6,
Rags And Other Materials For Making Paper — Linen And Cotton,1880,451782,451482,0.9993,exact01,29642,29644,1.0001,exact01,Ton,8,
Paraffine,1887,451728,451725,1.0,exact01,327110,327110,1.0,exact01,Cwt,4,
Watches,1875,451197,0,0.0,nodata,451197,0,0.0,nodata,Value,0,
"Pork, Salted And Fresh",1890,451188,0,0.0,nodata,300106,0,0.0,nodata,Cwt,0,
"Of Other Sorts (Including ""Nuts, For Fruit"")",1885,450920,0,0.0,nodata,450920,0,0.0,nodata,Value,0,
"Of Other Sorts (Including ""Nuts, For Fruit"")",1881,450549,0,0.0,nodata,450549,0,0.0,nodata,Value,0,
Cordage And Twine,1885,450392,0,0.0,nodata,450392,0,0.0,nodata,Value,0,
Watches,1876,450067,0,0.0,nodata,450067,0,0.0,nodata,Value,0,
"Wood And Timber — Furniture, Hardwoods, And Veneers : Unenumerated",1885,450066,0,0.0,nodata,55983,0,0.0,nodata,Ton,0,
Furniture Woods And Hardwoods — Unenumerated,1885,450066,0,0.0,nodata,55983,0,0.0,nodata,Ton,0,
Onions — Raw,1879,450019,0,0.0,nodata,1895370,0,0.0,nodata,Bushel,0,
Toys,1879,449919,0,0.0,nodata,449919,0,0.0,nodata,Value,0,
Seeds — Rape,1887,449606,659116,1.466,over,382487,507519,1.3269,over,Quarter,9,
Mahogany,1891,449433,0,0.0,nodata,48021,0,0.0,nodata,Ton,0,
"Flowers, Artificial",1873,449320,0,0.0,nodata,449320,0,0.0,nodata,Value,0,
Valonia,1893,449196,0,0.0,nodata,34815,0,0.0,nodata,Ton,0,
"Ivory — Teeth, Elephants', Sea Cow, And Sea Horse",1886,448575,157371,0.3508,under,9466,3031,0.3202,under,Cwt,5,
Valonia,1871,448458,0,0.0,nodata,27999,0,0.0,nodata,Ton,0,
Unenumerated — Raw,1893,447979,0,0.0,nodata,1079794,0,0.0,nodata,Bushel,0,
"Unenumerated, Viz. : Raw",1893,447979,0,0.0,nodata,1079794,0,0.0,nodata,Bushel,0,
"Pork, Salted And Fresh",1872,447377,0,0.0,nodata,218260,0,0.0,nodata,Cwt,0,
Hops,1886,447253,447253,1.0,exact01,153759,153759,1.0,exact01,Cwt,6,
"Flowers, Artificial",1874,447051,0,0.0,nodata,447051,0,0.0,nodata,Value,0,
Yarn,1890,446359,463289,1.0379,within5,8302439,10049149,1.2104,over,Lb,7,
Wood And Timber — Furniture Hardwoods And Veneers : Mahogany,1876,446353,446068,0.9994,exact01,52461,51425,0.9803,within5,Ton,7,
Gutta Percha,1894,446279,866513,1.9416,over,46746,90133,1.9281,over,Cwt,11,
Sugar — Glucose,1890,446147,446147,1.0,exact01,736905,736905,1.0,exact01,Cwt,5,
"Of Other Sorts (Including ""Nuts, For Fruit"")",1882,446114,0,0.0,nodata,446114,0,0.0,nodata,Value,0,
Rosin,1874,445857,455917,1.0226,within5,1070655,1070655,1.0,exact01,Cwt,6,
Bottles,1898,445834,445512,0.9993,exact01,1010092,979507,0.9697,within5,Gross,8,
"Lac, Seed, Shell, Stick, And Dye",1892,445584,884913,1.986,over,114833,228167,1.9869,over,Cwt,5,
Toys,1877,444829,0,0.0,nodata,444829,0,0.0,nodata,Value,0,
"Wood And Timber — Furniture, Hardwoods, And Veneers : Unenumerated",1887,444578,0,0.0,nodata,57994,0,0.0,nodata,Ton,0,
Furniture Woods And Hardwoods — Unenumerated,1887,444578,0,0.0,nodata,57994,0,0.0,nodata,Ton,0,
"Fish — Fresh, Other Sorts",1898,444517,0,0.0,nodata,265110,0,0.0,nodata,Cwt,0,
Lemons,1896,444230,442528,0.9962,within5,1660416,1655709,0.9972,within5,Bushel,8,
"Lemons, Limes, And Citrons",1896,444230,0,0.0,nodata,1660416,0,0.0,nodata,?,0,
Embroidery And Needlework,1890,444182,0,0.0,nodata,444182,0,0.0,nodata,Value,0,
Matches,1891,444090,0,0.0,nodata,444090,0,0.0,nodata,Value,0,
Skins And Furs — Skins : Sheep And Lamb,1869,444061,0,0.0,nodata,7221745,0,0.0,nodata,Number,0,
Rags And Other Materials For Making Paper — Linen And Cotton,1871,444036,0,0.0,nodata,26868,0,0.0,nodata,Ton,0,
Bones Of All Kinds (Except Whalefins),1881,443916,0,0.0,nodata,71477,0,0.0,nodata,Ton,0,
"Skins, Furs, And Pelts — Seal",1878,443784,444284,1.0011,within5,762772,762772,1.0,exact01,Number,7,
Pepper,1897,443755,0,0.0,nodata,31053164,0,0.0,nodata,Lb,0,
Logwood,1889,443656,0,0.0,nodata,73772,0,0.0,nodata,Ton,0,
Cordage And Twine,1875,443347,0,0.0,nodata,443347,0,0.0,nodata,Value,0,
Bristles,1890,443200,443200,1.0,exact01,2988100,2988100,1.0,exact01,Lb,11,
Petroleum,1869,442858,0,0.0,nodata,5402705,0,0.0,nodata,Gallon,0,
Grapes — Raw,1896,442829,454701,1.0268,within5,883244,898950,1.0178,within5,Bushel,12,
Grapes,1896,442828,0,0.0,nodata,883244,0,0.0,nodata,Bushel,0,
Lace,1878,442536,0,0.0,nodata,442536,0,0.0,nodata,Value,0,
Musical Instruments,1872,442311,0,0.0,nodata,442311,0,0.0,nodata,Value,0,
"Clocks, And Parts Thereof",1894,442161,0,0.0,nodata,442161,0,0.0,nodata,Value,0,
Silk — Thrown,1892,441314,0,0.0,nodata,502777,0,0.0,nodata,Lb,0,
Opium,1873,441309,441309,1.0,exact01,400469,400469,1.0,exact01,Lb,5,
Pig And Puddled,1896,441244,482271,1.093,over,106449,113220,1.0636,over,Ton,10,
"China, Or Porcelain, And Earthenware",1878,440969,0,0.0,nodata,81689,0,0.0,nodata,Cwt,0,
Goat,1870,440821,0,0.0,nodata,3936972,0,0.0,nodata,Number,0,
"Meat — Salted Or Fresh, Not Otherwise Described",1879,440726,440726,1.0,exact01,153284,153284,1.0,exact01,Cwt,5,
"Meat, Salted Or Fresh",1879,440726,0,0.0,nodata,153284,0,0.0,nodata,Cwt,0,
Fish,1868,440553,0,0.0,nodata,431263,0,0.0,nodata,Cwt,0,
"Train Or Blubber, And Sperm",1889,440360,0,0.0,nodata,0,0,,noanchor,Ton,0,
Manures — Guano,1884,440025,430626,0.9786,within5,48347,47590,0.9843,within5,Ton,15,
"Teeth, Elephants', Sea Cow, And Sea Horse",1870,439839,0,0.0,nodata,12590,0,0.0,nodata,Cwt,0,
Bristles,1892,439356,491209,1.118,over,3001385,3404649,1.1344,over,Lb,14,
"Lemons, Limes, And Citrons",1898,439285,0,0.0,nodata,1631644,0,0.0,nodata,?,0,
Quicksilver,1887,439208,439208,1.0,exact01,4590907,4590907,1.0,exact01,Lb,7,
Seeds — Of Other Sorts,1869,438978,0,0.0,nodata,438978,0,0.0,nodata,Value,0,
"Yeast, Dried",1877,438299,438299,1.0,exact01,178967,178967,1.0,exact01,Cwt,4,
Clocks,1872,438031,438031,1.0,exact01,374241,374241,1.0,exact01,Number,6,
"Lac, Seed, Shell, Stick, And Dye",1873,438004,438004,1.0,exact01,59071,59071,1.0,exact01,Cwt,3,
Bones Of All Kinds (Except Whalefins),1885,437347,0,0.0,nodata,73823,0,0.0,nodata,Ton,0,
Leather Manufactures — Boots And Shoes,1882,437300,0,0.0,nodata,109959,0,0.0,nodata,Dozen Pairs,0,
Boots And Shoes,1882,437300,437300,1.0,exact01,109959,109959,1.0,exact01,Dozen Pairs,5,
Clocks,1884,437069,437069,1.0,exact01,697230,697230,1.0,exact01,Number,6,
Bones Of All Kinds (Except Whalefins),1882,436558,0,0.0,nodata,63451,0,0.0,nodata,Ton,0,
Almonds,1897,436428,436146,0.9994,exact01,162766,161848,0.9944,within5,Cwt,11,
Nuts: Almonds,1897,436428,0,0.0,nodata,162766,0,0.0,nodata,Cwt,0,
"Skins, Furs, And Pelts — Seal",1874,436005,436005,1.0,exact01,755005,755005,1.0,exact01,Number,8,
Onions — Raw,1877,435786,0,0.0,nodata,1964234,0,0.0,nodata,Bushel,0,
Opium,1878,435188,435188,1.0,exact01,558840,558840,1.0,exact01,Lb,3,
"Manganese, Ore Of",1890,434738,434738,1.0,exact01,140174,140174,1.0,exact01,Ton,11,
Nuts And Kernels — Of Other Sorts,1872,434697,0,0.0,nodata,434697,0,0.0,nodata,Value,0,
Plums,1898,434636,0,0.0,nodata,922248,0,0.0,nodata,Bushel,0,
Saltpetre,1873,434615,0,0.0,nodata,330559,0,0.0,nodata,Cwt,0,
Still,1895,434599,0,0.0,nodata,768678,0,0.0,nodata,?,0,
Steel — Unwrought,1899,434020,0,0.0,nodata,77290,0,0.0,nodata,Ton,0,
"Drugs, Unenumerated",1875,433675,0,0.0,nodata,433675,0,0.0,nodata,Value,0,
Petroleum,1872,433472,0,0.0,nodata,6399710,0,0.0,nodata,Gallon,0,
Unenumerated — Raw,1869,433433,0,0.0,nodata,1177189,0,0.0,nodata,Bushel,0,
Leather Manufactures — Boots And Shoes,1887,433019,0,0.0,nodata,140915,0,0.0,nodata,Dozen Pairs,0,
Opium,1879,432710,0,0.0,nodata,572111,0,0.0,nodata,Lb,0,
"China, Or Porcelain, And Earthenware",1879,432624,0,0.0,nodata,88617,0,0.0,nodata,Cwt,0,
Other Kinds Of Meal And Flour,1880,432618,0,0.0,nodata,714286,0,0.0,nodata,Cwt,0,
Manufactures Of,1890,432556,0,0.0,nodata,3563469,0,0.0,nodata,Lb,0,
Poultry And Game (Including Rabbits),1879,432289,0,0.0,nodata,432289,0,0.0,nodata,Value,0,
"Animals, Living — Horses",1891,432268,0,0.0,nodata,21672,0,0.0,nodata,Number,0,
"Zinc — Crude, In Cakes",1868,431899,0,0.0,nodata,21312,0,0.0,nodata,Ton,0,
Shells Of All Kinds,1891,431826,0,0.0,nodata,431826,0,0.0,nodata,Value,0,
Cordage And Twine,1887,431810,0,0.0,nodata,431810,0,0.0,nodata,Value,0,
Oil — Turpentine,1894,431382,431316,0.9998,exact01,406877,406813,0.9998,exact01,Cwt,4,
Pig And Puddled,1895,431272,477381,1.1069,over,93119,100506,1.0793,over,Ton,10,
"Thrown, Dyed Or Not Dyed",1896,430709,430309,0.9991,exact01,572599,572599,1.0,exact01,Lb,4,
Silk — Thrown,1896,430709,0,0.0,nodata,572599,0,0.0,nodata,Lb,0,
Pepper,1893,430636,0,0.0,nodata,31562418,0,0.0,nodata,Lb,0,
Candles — Stearine,1877,430511,430511,1.0,exact01,125369,125369,1.0,exact01,Cwt,5,
Wood And Timber — Staves,1878,430492,430492,1.0,exact01,88066,88066,1.0,exact01,Load,8,
Bones Of All Kinds (Except Whalefins),1868,430442,0,0.0,nodata,75851,0,0.0,nodata,Ton,0,
Candles — Stearine,1874,430287,430287,1.0,exact01,117941,117941,1.0,exact01,Cwt,3,
"Zinc — Crude, In Cakes",1871,430150,0,0.0,nodata,20929,0,0.0,nodata,Ton,0,
Cocoa,1875,429912,429912,1.0,exact01,15873624,15873594,1.0,exact01,Lb,13,
Hay,1899,429799,429478,0.9993,exact01,131546,131255,0.9978,within5,Ton,13,
Fruit — Almonds,1896,429468,433894,1.0103,within5,147918,147168,0.9949,within5,Cwt,14,
Almonds,1896,429468,429463,1.0,exact01,147918,147958,1.0003,exact01,Cwt,13,
Nuts: Almonds,1896,429468,0,0.0,nodata,147918,0,0.0,nodata,Cwt,0,
"Meat — Salted Or Fresh, Not Otherwise Described",1880,429073,171085,0.3987,under,149010,58490,0.3925,under,Cwt,3,
"Meat, Salted Or Fresh",1880,429073,0,0.0,nodata,149010,0,0.0,nodata,Cwt,0,
"Drugs — Bark, Peruvian",1889,429010,757254,1.7651,over,129357,236972,1.8319,over,Cwt,16,
Toys,1876,428794,0,0.0,nodata,428794,0,0.0,nodata,Value,0,
Brimstone,1868,428700,0,0.0,nodata,1261504,0,0.0,nodata,Cwt,0,
Dried,1900,428675,0,0.0,nodata,633575,0,0.0,nodata,Cwt,0,
Preserved Otherwise Than By Salting — Other Sorts,1893,428662,0,0.0,nodata,121191,0,0.0,nodata,?,0,
Hops,1870,428525,0,0.0,nodata,127553,0,0.0,nodata,Cwt,0,
Candles Of All Sorts,1881,428292,0,0.0,nodata,156244,0,0.0,nodata,Cwt,0,
"Esparto, And Other Materials",1888,428152,0,0.0,nodata,428152,0,0.0,nodata,Ton,0,
"Meat — Salted Or Fresh, Not Otherwise Described",1878,428064,428064,1.0,exact01,145981,145981,1.0,exact01,Cwt,5,
"Meat, Salted Or Fresh",1878,428064,0,0.0,nodata,145981,0,0.0,nodata,Cwt,0,
Clocks,1873,428028,428028,1.0,exact01,405622,405622,1.0,exact01,Number,6,
"Drugs, Unenumerated",1874,427938,0,0.0,nodata,427938,0,0.0,nodata,Value,0,
Hops,1887,427753,427753,1.0,exact01,145122,145122,1.0,exact01,Cwt,7,
Goat,1869,427712,0,0.0,nodata,3849598,0,0.0,nodata,Number,0,
Watches,1880,427663,0,0.0,nodata,427663,0,0.0,nodata,Value,0,
Manufactures Of,1889,427364,0,0.0,nodata,3132976,0,0.0,nodata,Lb,0,
Yeast,1896,427172,427172,1.0,exact01,172487,172487,1.0,exact01,Cwt,6,
"Cured, Sardines",1895,427113,418010,0.9787,within5,1082588,140187,0.1295,under,Cwt,10,
Other Sorts Of Shell Fish,1895,427113,0,0.0,nodata,140178,0,0.0,nodata,Cwt,0,
For Expressing Oil Therefrom,1877,427107,0,0.0,nodata,28800,0,0.0,nodata,Ton,0,
"Vegetables, Raw, Unenumerated",1884,426970,0,0.0,nodata,426970,0,0.0,nodata,Value,0,
Straw,1868,426848,0,0.0,nodata,327003,0,0.0,nodata,Lb,0,
Opium,1900,426785,0,0.0,nodata,833330,0,0.0,nodata,Lb,0,
"Lac, Seed, Shell, Stick, And Dye",1891,426519,851879,1.9973,over,109354,218415,1.9973,over,Cwt,5,
Rags And Other Materials For Making Paper — Linen And Cotton,1889,426322,425822,0.9988,within5,42443,42443,1.0,exact01,Ton,15,
Bottles,1894,425955,428161,1.0052,within5,821795,827487,1.0069,within5,Gross,8,
Horses,1892,425401,0,0.0,nodata,20994,0,0.0,nodata,Cwt,0,
"Fish — Fresh, Other Sorts",1893,424786,0,0.0,nodata,236750,0,0.0,nodata,Cwt,0,
Valonia,1887,424574,0,0.0,nodata,29678,0,0.0,nodata,Ton,0,
Other Kinds Of Meal And Flour,1895,423966,0,0.0,nodata,969751,0,0.0,nodata,Cwt,0,
Rum,1893,423390,0,0.0,nodata,5885069,0,0.0,nodata,Proof Gallon,0,
Yarn,1879,423325,423315,1.0,exact01,6840297,6840297,1.0,exact01,Lb,4,
Gum — Unenumerated,1881,423189,423189,1.0,exact01,117970,117970,1.0,exact01,Cwt,10,
Of Other Sorts,1881,423189,0,0.0,nodata,117970,0,0.0,nodata,Cwt,0,
Painters' Colours And Pigments,1870,423126,0,0.0,nodata,423126,0,0.0,nodata,Value,0,
Opium,1887,422920,0,0.0,nodata,654122,0,0.0,nodata,Lb,0,
Other Kinds Of Meal And Flour,1879,422862,0,0.0,nodata,698670,0,0.0,nodata,Cwt,0,
"Teeth, Elephants', Sea-Cow, Sea-Horse, Or Sea-Morse",1894,422735,180092,0.426,under,10394,4696,0.4518,under,Cwt,11,
"Ivory — Teeth, Elephants', Sea Cow, And Sea Horse",1894,422735,0,0.0,nodata,10391,0,0.0,nodata,Cwt,0,
Rum,1894,422607,0,0.0,nodata,6092063,0,0.0,nodata,Proof Gallon,0,
Bristles,1876,422492,420232,0.9947,within5,2514231,2494851,0.9923,within5,Lb,8,
"Teeth, Elephants', Sea-Cow, Sea-Horse, Or Sea-Morse",1897,422398,230224,0.545,under,10288,5424,0.5272,under,Cwt,12,
"Teeth, Elephants', Sea-Cows', Or Walrus",1897,422398,0,0.0,nodata,10288,0,0.0,nodata,?,0,
"Wood And Timber — Furniture, Hardwoods, And Veneers : Unenumerated",1876,422306,325957,0.7719,under,43292,33985,0.785,under,Ton,12,
Poultry And Game (Including Rabbits),1880,421645,0,0.0,nodata,421645,0,0.0,nodata,Value,0,
Paraffine,1886,421522,421522,1.0,exact01,273847,273847,1.0,exact01,Cwt,3,
Leather Manufactures — Boots And Shoes,1883,421214,0,0.0,nodata,123058,0,0.0,nodata,Dozen Pairs,0,
Boots And Shoes,1883,421214,419241,0.9953,within5,123058,15780,0.1282,under,Dozen Pairs,8,
"Lemons, Limes, And Citrons",1900,420857,0,0.0,nodata,947891,0,0.0,nodata,?,0,
Bristles,1874,420481,162321,0.386,under,2664374,943648,0.3542,under,Lb,6,
Sugar — Molasses,1875,420449,420449,1.0,exact01,768410,768410,1.0,exact01,Cwt,8,
"Beef, Salted And Fresh",1869,420338,0,0.0,nodata,229223,0,0.0,nodata,Cwt,0,
"Beef, Salted And Fresh",1872,420258,0,0.0,nodata,228912,0,0.0,nodata,Cwt,0,
"Ore, Unenumerated",1893,420166,222930,0.5306,under,43931,0,0.0,nodata,Cwt,14,
Oil — Turpentine,1873,420029,420029,1.0,exact01,234177,234177,1.0,exact01,Cwt,4,
"Of Other Sorts (Including ""Nuts, For Fruit"")",1879,419576,0,0.0,nodata,419576,0,0.0,nodata,Value,0,
Rosin,1896,419563,419563,1.0,exact01,1655374,1655374,1.0,exact01,Cwt,4,
Bones Of All Kinds (Except Whalefins),1890,419526,0,0.0,nodata,79563,0,0.0,nodata,Ton,0,
Gutta Percha — Raw,1879,419417,419417,1.0,exact01,51416,51416,1.0,exact01,Cwt,3,
Gutta Percha,1879,419417,39091,0.0932,under,51416,5481,0.1066,under,Cwt,2,
"Train Or Blubber, And Sperm",1890,419401,0,0.0,nodata,0,0,,noanchor,Ton,0,
Matches,1888,419293,0,0.0,nodata,419293,0,0.0,nodata,Value,0,
Bristles,1875,419203,418456,0.9982,within5,2558996,2537889,0.9918,within5,Lb,8,
Furs Of All Sorts,1873,419104,0,0.0,nodata,419104,0,0.0,nodata,Value,0,
Saltpetre,1871,419099,0,0.0,nodata,329561,0,0.0,nodata,Cwt,0,
Spices — Unenumerated,1889,419096,11098,0.0265,under,12839900,315145,0.0245,under,Lb,3,
"Meat, Salted Or Fresh",1875,419019,0,0.0,nodata,144954,0,0.0,nodata,Cwt,0,
"Clocks, And Parts Thereof",1893,418996,0,0.0,nodata,418996,0,0.0,nodata,Value,0,
Fruit — Almonds,1891,418801,0,0.0,nodata,116385,0,0.0,nodata,Cwt,0,
Spices — Pepper,1870,418783,0,0.0,nodata,19339491,0,0.0,nodata,Lb,0,
Cutch And Gambier,1897,418128,817277,1.9546,over,25048,49581,1.9794,over,Ton,12,
Bristles,1885,417644,417644,1.0,exact01,2954740,2948740,0.998,within5,Lb,11,
Matches,1886,417644,0,0.0,nodata,417614,0,0.0,nodata,Value,0,
Manures — Bones For Manure,1891,417601,623902,1.494,over,83095,121979,1.4679,over,Ton,20,
Still,1894,417311,0,0.0,nodata,744908,0,0.0,nodata,?,0,
Cordage And Twine,1869,417100,0,0.0,nodata,417100,0,0.0,nodata,Value,0,
Nuts And Kernels — Commonly Used For Expressing Oil Therefrom,1871,417067,0,0.0,nodata,31126,0,0.0,nodata,Ton,0,
For Expressing Oil Therefrom,1871,417067,0,0.0,nodata,31126,0,0.0,nodata,Ton,0,
"Vegetables, Raw, Unenumerated",1882,416409,0,0.0,nodata,416409,0,0.0,nodata,Value,0,
Seeds — Rape,1890,416377,694200,1.6672,over,230547,358076,1.5532,over,Quarter,11,
Dyes Obtained From Coal Tar,1882,415716,0,0.0,nodata,415706,0,0.0,nodata,Value,0,
Quicksilver,1899,415430,415430,1.0,exact01,3877184,3877154,1.0,exact01,Lb,4,
Quicksilver,1873,415293,0,0.0,nodata,2391704,0,0.0,nodata,Lb,0,
"Oil — Train Or Blubber, And Sperm",1892,415181,0,0.0,nodata,21121,0,0.0,nodata,Ton,0,
"Train Or Blubber, And Sperm",1892,415181,0,0.0,nodata,21121,0,0.0,nodata,Ton,0,
"Silk — Knubs Or Husks Of Silk, And Waste",1875,415085,415085,1.0,exact01,33787,33787,1.0,exact01,Cwt,6,
Quicksilver,1871,414965,0,0.0,nodata,3002897,0,0.0,nodata,Lb,0,
Metals — Manufactures,1881,414813,0,0.0,nodata,386067,0,0.0,nodata,Cwt,0,
"Fish — Fresh, Other Sorts",1897,414429,0,0.0,nodata,232099,0,0.0,nodata,Cwt,0,
Onions — Raw,1878,414084,414084,1.0,exact01,2169480,2169177,0.9999,exact01,Bushel,7,
"Oil — Train Or Blubber, And Sperm",1894,413974,0,0.0,nodata,24213,0,0.0,nodata,Ton,0,
"Train Or Blubber, And Sperm",1894,413974,0,0.0,nodata,24213,0,0.0,nodata,Ton,0,
Seal Skins,1897,412972,0,0.0,nodata,1901255,0,0.0,nodata,Number,0,
Matches,1887,412676,0,0.0,nodata,412676,0,0.0,nodata,Value,0,
"Flowers, Artificial",1895,412559,0,0.0,nodata,412559,0,0.0,nodata,Value,0,
Manures — Bones For Manure (Whether Burnt Or Not),1894,412529,0,0.0,nodata,88664,0,0.0,nodata,?,0,
Manures — Bones For Manure,1894,412529,412499,0.9999,exact01,88664,88756,1.001,within5,Ton,23,
Oil — Seed,1888,412438,412438,1.0,exact01,16257,16257,1.0,exact01,Ton,10,
Seed,1888,412438,0,0.0,nodata,16257,0,0.0,nodata,Ton,0,
Fruit — Almonds,1889,412241,0,0.0,nodata,129736,0,0.0,nodata,Cwt,0,
Seeds — Of Other Sorts,1881,412056,0,0.0,nodata,412056,0,0.0,nodata,Value,0,
Bristles,1882,411825,411825,1.0,exact01,2558297,2558297,1.0,exact01,Lb,7,
Fruits And Vegetables Preserved In Sugar,1899,411674,563891,1.3698,over,293994,354779,1.2068,over,Cwt,20,
Oil — Coco-Nut,1875,411565,0,0.0,nodata,219158,0,0.0,nodata,Cwt,0,
Cocoa Nut,1875,411565,411565,1.0,exact01,219158,219158,1.0,exact01,Cwt,5,
Coco Nut,1875,411565,0,0.0,nodata,219158,0,0.0,nodata,Cwt,0,
"Flowers, Artificial",1872,411540,0,0.0,nodata,411540,0,0.0,nodata,Value,0,
"Hair — Cow, Ox, Bull, Or Elk",1870,411493,0,0.0,nodata,68746,0,0.0,nodata,Cwt,0,
"Cow, Ox, Bull, Or Elk",1870,411493,0,0.0,nodata,68746,0,0.0,nodata,?,0,
Pears — Raw,1894,411316,411316,1.0,exact01,1310074,1310124,1.0,exact01,Bushel,8,
"Manufactured, Cigars And Snuff",1869,411130,0,0.0,nodata,2472011,0,0.0,nodata,Lb,0,
Wood And Timber — Staves,1879,411049,408049,0.9927,within5,84942,84942,1.0,exact01,Load,8,
"Meat — Salted Or Fresh, Not Otherwise Described",1894,410724,443255,1.0792,over,189757,196626,1.0362,within5,Cwt,14,
Strawboard Or Millboard,1896,410670,0,0.0,nodata,1208397,0,0.0,nodata,Cwt,0,
"Teeth, Elephants', Sea-Cow, Sea-Horse, Or Sea-Morse",1898,410511,204881,0.4991,under,10002,5151,0.515,under,Cwt,12,
"Teeth, Elephants', Sea-Cows', Or Walrus",1898,410511,0,0.0,nodata,10002,0,0.0,nodata,?,0,
Paper — Printed Or Coated,1900,410323,0,0.0,nodata,123186,0,0.0,nodata,Cwt,0,
Hay,1897,410215,408508,0.9958,within5,121541,118121,0.9719,within5,Ton,15,
"Flowers, Artificial",1890,410168,0,0.0,nodata,410168,0,0.0,nodata,Value,0,
Onions — Raw,1883,410152,440452,1.0739,over,2687589,2684289,0.9988,within5,Bushel,11,
Lemons,1897,410150,409219,0.9977,within5,1548918,1546961,0.9987,within5,Bushel,7,
"Lemons, Limes, And Citrons",1897,410150,0,0.0,nodata,1548918,0,0.0,nodata,?,0,
Cordage And Twine,1870,410120,0,0.0,nodata,410120,0,0.0,nodata,Value,0,
Poultry And Game,1887,410094,0,0.0,nodata,410094,0,0.0,nodata,Value,0,
"Zinc — Crude, In Cakes",1869,409297,0,0.0,nodata,20134,0,0.0,nodata,Ton,0,
Clocks,1885,408809,408758,0.9999,exact01,785446,785421,1.0,exact01,Number,6,
"Clocks, And Parts Thereof",1885,408809,0,0.0,nodata,408809,0,0.0,nodata,Value,0,
Spices — Unenumerated,1887,408789,99509,0.2434,under,14293955,2639853,0.1847,under,Lb,8,
Leather Manufactures — Unenumerated,1895,408408,0,0.0,nodata,408408,0,0.0,nodata,Value,0,
Metals — Manufactures,1883,408206,0,0.0,nodata,407391,0,0.0,nodata,Cwt,0,
Rosin,1897,407771,407771,1.0,exact01,1640745,1640745,1.0,exact01,Cwt,3,
"Wood And Timber — Furniture, Hardwoods, And Veneers : Unenumerated",1886,407562,0,0.0,nodata,50717,0,0.0,nodata,Ton,0,
Furniture Woods And Hardwoods — Unenumerated,1886,407562,0,0.0,nodata,50717,0,0.0,nodata,Ton,0,
"Furs, Seal",1896,407521,0,0.0,nodata,567007,0,0.0,nodata,Number,0,
Seal Skins,1896,407521,0,0.0,nodata,567007,0,0.0,nodata,Number,0,
Logwood,1890,407462,0,0.0,nodata,63519,0,0.0,nodata,Ton,0,
Watches,1873,407283,0,0.0,nodata,407283,0,0.0,nodata,Value,0,
Quicksilver,1872,407229,300347,0.7375,under,2734094,2210805,0.8086,under,Lb,9,
"Yeast, Dried",1876,407047,407047,1.0,exact01,165492,165492,1.0,exact01,Cwt,3,
"Pictures And Drawings, By Hand",1884,407019,407009,1.0,exact01,32491,32431,0.9982,within5,Number,9,
